FIR_No,Crime_Type,District,Police_Station,Date,Victim_Name,Victim_Age,Victim_Gender,Suspect_Name,Weapon,Status,Latitude,Longitude,Severity
FIR5333,Burglary,Mangaluru,Market,2025-09-11,Reyansh Nadig,57,Male,Ekbal Kata,None,Open,12.228171,78.438249,6
FIR5334,Fraud,Kalaburagi,South,2024-09-05,Banjeet Sharaf,74,Male,Anjali Kalita,Unknown,Open,17.589499,76.657983,1
FIR5335,Robbery,Kalaburagi,West,2025-06-25,Yutika Gala,65,Female,Vidhi Bora,Vehicle,Under Investigation,17.581848,76.474906,7
FIR5336,Theft,Mysuru,North,2025-03-27,Watika Ganesan,53,Female,Pavani Wali,Unknown,Open,13.884523,74.457754,10
FIR5337,Robbery,Vijayapura,Market,2025-07-21,Aarnav Mani,18,Male,Jeremiah Jani,Rod,Open,14.564384,76.445426,7
FIR5338,Murder,Hubballi-Dharwad,West,2024-10-22,Abhimanyu Prasad,65,Male,Jatin Chahal,Gun,Under Investigation,15.997212,74.155904,1
FIR5339,Murder,Mangaluru,Central,2026-02-04,Devika Nair,71,Male,Xalak Bora,None,Closed,13.690667,76.103703,4
FIR5340,Robbery,Ballari,West,2025-04-23,Nathan Chawla,57,Female,Yutika Zacharia,Knife,Open,15.060017,77.604004,6
FIR5341,Cyber Crime,Kalaburagi,South,2024-11-23,Ryan Ghose,22,Female,Dipta Brar,Rod,Open,12.035993,75.617035,10
FIR5342,Cyber Crime,Tumakuru,North,2024-08-25,Robert Joshi,55,Male,Kai Dara,Knife,Closed,16.237812,76.100244,4
FIR5343,Assault,Tumakuru,Central,2025-12-26,Pushti Dass,56,Male,Atharv Bali,None,Under Investigation,12.303894,77.637032,2
FIR5344,Fraud,Kalaburagi,West,2025-12-06,Jackson Konda,74,Female,Dipta Devi,Vehicle,Closed,13.102563,76.880786,7
FIR5345,Theft,Bengaluru Urban,South,2025-09-20,Unni Shroff,66,Female,Chandresh Kala,Rod,Under Investigation,14.518311,78.052369,3
FIR5346,Fraud,Mangaluru,Rural,2024-11-19,Rajata Balasubramanian,26,Male,Chaitanya Kala,Vehicle,Open,15.58093,76.041804,3
FIR5347,Drug Trafficking,Bengaluru Urban,South,2025-04-18,Ishwar Naidu,25,Male,Varenya Bhat,None,Under Investigation,12.70353,78.286434,10
FIR5348,Murder,Shivamogga,East,2025-12-31,Niharika Bora,19,Male,Akshay Mall,Rod,Open,14.021961,77.65389,6
FIR5349,Burglary,Ballari,East,2024-12-30,Gunbir Srinivasan,61,Female,Guneet Misra,None,Open,13.832258,78.4897,1
FIR5350,Theft,Shivamogga,Central,2025-02-04,Max Loyal,71,Male,Priya Barad,None,Closed,12.850659,77.700068,1
FIR5351,Kidnapping,Bengaluru Urban,North,2025-06-26,Bhavini Kara,71,Male,Patrick Dhillon,Knife,Closed,16.141334,75.218289,6
FIR5352,Robbery,Mysuru,West,2026-01-17,Om Minhas,49,Female,Isaiah Sheth,Gun,Open,15.628467,78.382313,4
FIR5353,Murder,Ballari,West,2026-03-07,Advaith Nadkarni,18,Male,Lipika Bhatt,None,Under Investigation,15.846307,75.543571,9
FIR5354,Assault,Bengaluru Urban,Rural,2026-05-11,Leela Jhaveri,36,Female,Aadhya Manne,Gun,Open,13.836156,76.778737,7
FIR5355,Vehicle Theft,Shivamogga,Market,2026-05-02,Noah Grover,75,Male,Neha Sha,Gun,Under Investigation,14.54432,78.078426,4
FIR5356,Fraud,Vijayapura,Central,2025-01-02,Yagnesh Suresh,23,Male,Hredhaan Sabharwal,Rod,Under Investigation,16.380383,75.995857,4
FIR5357,Drug Trafficking,Belagavi,South,2025-06-08,Zaitra Dara,65,Female,Advika Rastogi,None,Open,16.22972,76.283075,2
FIR5358,Murder,Mangaluru,Rural,2025-08-27,Inaya Radhakrishnan,36,Female,Ijaya Dada,Rod,Open,11.865667,76.206489,6
FIR5359,Kidnapping,Shivamogga,Rural,2026-05-16,Gautam Deep,70,Female,Noah Roy,Knife,Under Investigation,16.242308,76.73965,8
FIR5360,Vehicle Theft,Bengaluru Urban,Rural,2026-05-06,Bhavini Pingle,31,Female,Logan Shere,Unknown,Under Investigation,17.682592,75.797664,3
FIR5361,Kidnapping,Hubballi-Dharwad,West,2025-11-04,Aachal Pai,32,Male,Rachita Swaminathan,None,Open,16.499432,77.044848,3
FIR5362,Kidnapping,Belagavi,West,2025-10-03,Chasmum Walla,57,Male,Turvi Prabhakar,None,Under Investigation,16.703999,76.161264,2
FIR5363,Fraud,Ballari,Rural,2024-08-15,Damyanti Bhagat,61,Female,Yashica Lall,Vehicle,Closed,17.00738,78.179618,2
FIR5364,Kidnapping,Ballari,Rural,2025-09-30,Chandresh Shenoy,47,Male,Jacob Boase,Gun,Closed,16.630854,74.886659,8
FIR5365,Fraud,Shivamogga,Central,2025-04-15,Mekhala Doctor,43,Male,Raagini Mistry,Unknown,Under Investigation,17.991946,76.33711,3
FIR5366,Drug Trafficking,Belagavi,Market,2025-02-16,Anirudh Iyengar,27,Female,Viraj Sangha,Vehicle,Open,14.727869,77.391283,7
FIR5367,Robbery,Bengaluru Urban,West,2025-06-25,Rachit Sehgal,63,Female,Chaman Keer,Gun,Under Investigation,16.083123,78.25107,6
FIR5368,Burglary,Bengaluru Urban,Market,2025-12-29,Aishani Peri,75,Male,Yamini Majumdar,None,Open,18.134062,77.097882,9
FIR5369,Drug Trafficking,Vijayapura,Rural,2025-02-09,Faraj Khare,40,Female,Wriddhish Manne,Rod,Closed,15.271691,76.235358,3
FIR5370,Murder,Bengaluru Urban,West,2026-02-28,Charvi Dasgupta,24,Male,Nakul Morar,Gun,Under Investigation,17.647249,75.696677,10
FIR5371,Kidnapping,Kalaburagi,North,2024-10-14,Ojasvi Walia,61,Male,Xavier Natarajan,Rod,Under Investigation,15.345612,77.440726,7
FIR5372,Vehicle Theft,Belagavi,North,2025-09-09,Dalbir Golla,68,Female,Vedant Behl,Unknown,Closed,15.098426,78.483983,4
FIR5373,Vehicle Theft,Tumakuru,North,2025-06-22,Yashawini Vasa,45,Male,Aachal Varghese,Unknown,Under Investigation,15.794708,75.186064,9
FIR5374,Vehicle Theft,Bengaluru Urban,East,2024-11-09,Deepa Sahota,72,Female,Lopa Venkatesh,None,Open,12.1877,76.978882,8
FIR5375,Murder,Bengaluru Urban,Traffic,2025-10-14,Jairaj Sathe,34,Female,Wishi Vyas,Rod,Closed,13.481758,74.717071,7
FIR5376,Assault,Belagavi,South,2024-07-17,Dalbir Ramachandran,45,Male,Ikshita Salvi,Vehicle,Open,11.691685,74.846701,10
FIR5377,Murder,Ballari,Central,2025-02-06,Unni Dash,67,Male,Logan Mani,Knife,Open,17.523062,77.890439,10
FIR5378,Assault,Kalaburagi,North,2025-10-27,Amrita Apte,56,Female,Barkha Baria,Vehicle,Open,11.66974,74.019179,2
FIR5379,Cyber Crime,Shivamogga,East,2025-07-04,Wridesh Wali,63,Female,Aradhana Kala,None,Under Investigation,13.725974,74.20856,5
FIR5380,Burglary,Mysuru,West,2025-08-30,Abhiram Chada,73,Male,Samuel Ray,Knife,Closed,14.676619,74.511576,8
FIR5381,Theft,Ballari,North,2024-10-18,Lucky Prasad,34,Female,Jagrati Keer,Knife,Open,12.097501,76.812463,10
FIR5382,Cyber Crime,Tumakuru,Market,2025-12-31,Yashasvi Chokshi,31,Male,Harish Devan,Knife,Under Investigation,14.117805,76.681346,1
FIR5383,Fraud,Hubballi-Dharwad,Central,2025-10-27,Rachana Khurana,72,Male,Daksha Halder,Unknown,Under Investigation,11.666393,78.553893,4
FIR5384,Kidnapping,Ballari,Rural,2025-04-03,Imaran Kari,54,Female,Mitali Johal,None,Open,13.902657,77.440978,5
FIR5385,Theft,Vijayapura,West,2025-11-29,Jyoti Jain,41,Female,Hitesh Mahal,Knife,Open,15.290481,75.032047,1
FIR5386,Kidnapping,Mysuru,Rural,2025-04-22,Vedika Shenoy,27,Female,Oviya Sood,Unknown,Closed,18.286812,74.975248,7
FIR5387,Assault,Tumakuru,West,2025-02-11,Anirudh Modi,59,Female,Yatan Babu,Rod,Closed,17.88978,75.160696,5
FIR5388,Drug Trafficking,Mangaluru,West,2024-12-01,Warda Babu,40,Female,Maanas Mahajan,Rod,Closed,16.891282,75.134447,6
FIR5389,Fraud,Bengaluru Urban,Rural,2024-11-29,Aadhya Raju,74,Female,Darsh Vasa,Gun,Open,16.263213,75.261159,2
FIR5390,Fraud,Shivamogga,Central,2024-12-28,Zaitra Jani,29,Male,Ganga Karan,Gun,Closed,17.100155,78.602371,1
FIR5391,Burglary,Bengaluru Urban,Rural,2025-04-25,Sai Bhasin,66,Female,Waida Bhatia,Vehicle,Open,14.898941,76.499826,2
FIR5392,Burglary,Shivamogga,Market,2025-07-08,Wahab Panchal,35,Male,Reva Varty,None,Closed,11.780223,78.297065,6
FIR5393,Assault,Shivamogga,Market,2025-06-19,Daksha Banik,56,Female,Sathvik Panchal,Gun,Closed,18.062013,76.020887,3
FIR5394,Drug Trafficking,Mysuru,South,2026-01-03,Neha Sandhu,61,Female,Arin Jaggi,Rod,Under Investigation,13.487586,74.537736,6
FIR5395,Vehicle Theft,Ballari,Rural,2025-02-03,Amara Bail,20,Male,Unnati Kumar,Gun,Closed,13.90009,77.400444,4
FIR5396,Robbery,Belagavi,East,2026-01-25,Gagan Hayre,34,Female,Wriddhish Dara,Unknown,Open,18.465131,77.476759,5
FIR5397,Theft,Vijayapura,West,2024-09-06,Hitesh Parsa,55,Male,Abhiram Sarna,Gun,Open,17.331472,76.569659,6
FIR5398,Theft,Tumakuru,North,2024-07-19,Jhalak Khalsa,71,Female,Mohini Badami,Unknown,Closed,16.833386,75.010194,2
FIR5399,Assault,Hubballi-Dharwad,South,2026-02-23,Dayita Hayre,42,Female,Anya Chadha,Unknown,Under Investigation,18.181084,77.493234,10
FIR5400,Robbery,Shivamogga,Market,2026-04-05,Hardik Prashad,66,Male,Darpan Kohli,None,Closed,12.134871,75.279179,5
FIR5401,Fraud,Ballari,Market,2025-09-24,Sanya Contractor,47,Female,Shaurya Gera,Knife,Open,15.820931,77.812424,1
FIR5402,Drug Trafficking,Shivamogga,West,2026-01-29,Deepa Bajwa,26,Male,Vansha Hayre,Vehicle,Open,13.092822,77.311157,6
FIR5403,Murder,Belagavi,Market,2025-11-06,Atharv Shan,37,Male,Krishna Chada,Rod,Closed,16.754337,75.509984,1
FIR5404,Cyber Crime,Tumakuru,Rural,2025-07-08,Eta Chatterjee,61,Female,Janaki Raj,Rod,Under Investigation,14.767925,74.179715,3
FIR5405,Robbery,Ballari,Market,2025-12-11,Ria Dalal,71,Female,Falan Sarma,Vehicle,Open,16.715252,77.167568,8
FIR5406,Theft,Hubballi-Dharwad,East,2026-03-12,Timothy Kamdar,20,Male,Manbir Dixit,Unknown,Under Investigation,12.641419,75.859407,6
FIR5407,Drug Trafficking,Belagavi,Rural,2025-03-25,Victor Baral,27,Female,Udyati Manda,Gun,Open,13.072613,77.491143,6
FIR5408,Assault,Mangaluru,Central,2024-11-27,Keya Shanker,43,Female,Mohammed Shere,None,Under Investigation,11.594384,76.614225,4
FIR5409,Assault,Bengaluru Urban,South,2026-03-13,Fitan Kumer,59,Male,Imaran Raman,Rod,Closed,12.130075,77.224165,5
FIR5410,Drug Trafficking,Mangaluru,Central,2024-10-03,Ryan Chawla,30,Female,Aahana Bhatti,Knife,Under Investigation,14.422502,77.577854,6
FIR5411,Cyber Crime,Mangaluru,South,2024-11-06,Alexander Gala,54,Female,Aashi Ratti,Gun,Closed,12.915006,76.400705,6
FIR5412,Vehicle Theft,Vijayapura,East,2025-03-13,Harsh Gulati,30,Female,Hritik Balakrishnan,Knife,Under Investigation,11.869652,74.048891,2
FIR5413,Drug Trafficking,Vijayapura,Rural,2025-12-01,Naksh Dhar,43,Female,Ekantika Mandal,Vehicle,Open,15.560085,75.52451,2
FIR5414,Kidnapping,Ballari,Central,2025-04-06,Jatin Sodhi,53,Female,Tanish Madan,Vehicle,Open,15.47005,75.321456,3
FIR5415,Kidnapping,Shivamogga,Central,2024-11-21,Aradhana Barad,21,Male,Neelima Raju,Rod,Open,18.407359,76.999497,7
FIR5416,Drug Trafficking,Tumakuru,North,2024-09-02,Yashasvi Ganesh,67,Female,Varenya Chopra,Unknown,Closed,16.115855,74.207534,8
FIR5417,Theft,Mysuru,West,2025-11-08,Rachit Bhatt,40,Female,Benjamin Wable,Unknown,Under Investigation,16.741431,77.730581,6
FIR5418,Murder,Hubballi-Dharwad,North,2025-03-16,Gaurang Khurana,59,Male,Sai Ravel,None,Open,17.007694,77.766348,8
FIR5419,Assault,Tumakuru,South,2024-10-30,Oliver Kari,63,Male,Orinder Chada,Rod,Open,13.741765,75.123161,7
FIR5420,Fraud,Tumakuru,Market,2024-07-12,Gaurav Dora,31,Female,Samar Hayre,Gun,Closed,13.887675,74.84712,7
FIR5421,Assault,Bengaluru Urban,Market,2026-02-19,Umang Mann,60,Female,Faras Sur,None,Closed,11.57242,76.414526,1
FIR5422,Theft,Ballari,Market,2025-12-03,Damini Dhar,44,Female,Charan Upadhyay,Knife,Closed,17.224279,75.581967,8
FIR5423,Burglary,Mysuru,Market,2024-09-21,Kashish Toor,38,Female,Dakshesh Pillay,Gun,Open,14.328699,75.481056,1
FIR5424,Assault,Bengaluru Urban,South,2026-06-07,Yochana Vaidya,26,Female,Chakradev Virk,Unknown,Open,15.999276,77.272957,1
FIR5425,Burglary,Tumakuru,South,2026-04-19,Manan Rajan,28,Female,Samarth Chokshi,Knife,Under Investigation,14.387599,74.079256,6
FIR5426,Kidnapping,Bengaluru Urban,Market,2025-07-04,Azad Dave,55,Female,Mugdha Dhar,Vehicle,Under Investigation,18.435416,78.036386,4
FIR5427,Kidnapping,Kalaburagi,Market,2026-03-27,Warda Basu,23,Male,Aarna Sen,Rod,Open,14.557426,77.630997,5
FIR5428,Burglary,Belagavi,Rural,2026-02-23,Nicholas Deo,54,Female,Rachana Kari,None,Under Investigation,17.114387,76.329569,4
FIR5429,Assault,Ballari,South,2024-07-02,Veer Garg,26,Female,Umang Shah,Unknown,Open,13.64252,76.630897,5
FIR5430,Robbery,Kalaburagi,Market,2024-08-24,Rohan Keer,19,Male,Aadi Lalla,Rod,Under Investigation,16.594008,77.385694,7
FIR5431,Fraud,Kalaburagi,Market,2026-02-14,Maanav Banik,63,Male,Omisha Sule,Knife,Closed,16.182909,77.140053,2
FIR5432,Drug Trafficking,Bengaluru Urban,West,2024-08-07,Yamini Murthy,66,Female,Adya Borah,Rod,Closed,15.054526,77.473311,3
FIR5433,Burglary,Vijayapura,Central,2025-07-19,Chaaya Rao,49,Male,Damyanti Gulati,Gun,Under Investigation,13.373991,75.601141,8
FIR5434,Vehicle Theft,Mysuru,West,2025-11-19,Advaith Solanki,26,Male,Nathan Ratta,None,Under Investigation,11.633721,78.255024,7
FIR5435,Fraud,Kalaburagi,South,2025-03-30,Tejas Peri,63,Female,Ishanvi Narula,Vehicle,Under Investigation,12.33958,74.685625,7
FIR5436,Cyber Crime,Mysuru,Rural,2025-08-05,Unni Vohra,21,Female,Ayaan Varkey,Unknown,Closed,13.963849,77.00143,9
FIR5437,Robbery,Tumakuru,Rural,2025-04-15,Sachi Kala,38,Male,Advay Goda,Knife,Closed,14.683776,75.38723,8
FIR5438,Vehicle Theft,Ballari,East,2026-06-03,Benjamin Ghosh,71,Male,Aahana Bahri,Rod,Under Investigation,16.592701,76.358124,7
FIR5439,Kidnapping,Tumakuru,East,2024-11-05,Netra Wable,43,Male,Shravya Venkataraman,Unknown,Closed,13.906567,74.234876,4
FIR5440,Fraud,Belagavi,Traffic,2025-04-07,Chaitanya Buch,33,Female,Netra Manda,None,Closed,16.80275,78.660109,3
FIR5441,Theft,Tumakuru,Rural,2024-07-05,Indali Mann,24,Female,Anusha Wadhwa,Gun,Under Investigation,13.428354,75.635526,4
FIR5442,Drug Trafficking,Vijayapura,Market,2025-09-08,Wyatt Dara,57,Female,Ekbal Thaman,Rod,Under Investigation,14.885347,76.810198,6
FIR5443,Theft,Shivamogga,North,2024-09-23,Jagvi Jaggi,71,Female,Lekha Narula,Vehicle,Closed,16.047529,74.338191,8
FIR5444,Murder,Hubballi-Dharwad,West,2025-03-11,Vyanjana Pingle,68,Male,Dhriti Narayanan,Rod,Open,12.853815,77.354234,8
FIR5445,Kidnapping,Tumakuru,West,2024-07-24,Osha Aggarwal,46,Female,Chandresh Dhillon,Knife,Under Investigation,18.443739,75.176403,3
FIR5446,Assault,Vijayapura,Traffic,2025-03-12,Advik Vora,31,Male,Yashodhara Raghavan,Vehicle,Closed,17.013891,74.912696,8
FIR5447,Assault,Hubballi-Dharwad,South,2025-10-16,Ekanta Nazareth,71,Female,Varsha Mital,Knife,Closed,16.858797,77.53185,5
FIR5448,Kidnapping,Tumakuru,East,2026-02-11,Sathvik Mukhopadhyay,44,Male,Damyanti Kuruvilla,Gun,Open,18.164975,78.24239,8
FIR5449,Theft,Hubballi-Dharwad,East,2026-04-27,Oviya Bhatt,70,Male,Quincy Varkey,Gun,Under Investigation,12.422406,74.566606,3
FIR5450,Assault,Mysuru,North,2026-01-21,Ekansh Bera,45,Male,Vasudha Nath,Rod,Under Investigation,11.870623,76.208546,10
FIR5451,Theft,Hubballi-Dharwad,Traffic,2024-12-13,Januja Chawla,62,Male,Harshil Korpal,None,Under Investigation,17.537753,75.2903,3
FIR5452,Robbery,Bengaluru Urban,West,2024-12-04,Abhiram Amble,55,Female,Harita Savant,Rod,Open,13.976238,75.914789,2
FIR5453,Vehicle Theft,Tumakuru,Rural,2025-02-12,Vidhi Parekh,60,Female,Farhan Gupta,Gun,Open,17.135388,77.313026,1
FIR5454,Vehicle Theft,Shivamogga,West,2025-04-12,Tarak Buch,47,Male,Girish Sathe,None,Open,15.729365,75.098096,9
FIR5455,Assault,Bengaluru Urban,North,2026-06-07,Upasna Deshmukh,23,Female,Hemal Borde,Knife,Under Investigation,15.804186,75.928265,4
FIR5456,Burglary,Vijayapura,West,2026-04-15,Hredhaan Mutti,28,Female,Chaitanya Sani,Unknown,Closed,12.036094,74.232787,4
FIR5457,Murder,Mangaluru,Market,2025-12-31,Abha Sachar,44,Male,Aahana Mutti,None,Under Investigation,17.999192,74.555005,2
FIR5458,Cyber Crime,Mysuru,Traffic,2025-01-14,Raksha Nadig,36,Male,Veda Rau,Vehicle,Under Investigation,18.22396,75.572465,8
FIR5459,Theft,Shivamogga,Market,2025-03-27,Lohit Garg,66,Female,Kamya Kibe,Rod,Closed,18.147512,75.330818,4
FIR5460,Drug Trafficking,Belagavi,West,2025-08-02,Pranav Kala,25,Male,Ubika Morar,Unknown,Open,12.577348,74.075301,6
FIR5461,Fraud,Mangaluru,Traffic,2026-06-04,Aarnav Chacko,72,Male,Ethan Walla,Gun,Under Investigation,13.067145,75.75179,1
FIR5462,Vehicle Theft,Belagavi,East,2025-07-17,Hitesh Oommen,72,Female,Netra Wali,Vehicle,Closed,16.678684,74.778443,6
FIR5463,Robbery,Shivamogga,Market,2025-10-25,Qushi Swamy,69,Male,Siya Wable,Gun,Under Investigation,16.032294,76.721728,7
FIR5464,Kidnapping,Mysuru,Market,2025-10-06,Yutika Bal,60,Female,Zaid Nayar,Gun,Closed,12.170349,76.537645,8
FIR5465,Murder,Mangaluru,Central,2025-02-27,Bimala Sridhar,53,Male,Mohammed Chada,Vehicle,Closed,15.026612,74.858249,1
FIR5466,Assault,Ballari,South,2024-11-04,Sudiksha Hari,47,Male,Ishanvi Gandhi,Knife,Open,17.845263,74.261467,6
FIR5467,Fraud,Bengaluru Urban,Market,2024-08-21,Ishita Dutt,75,Female,Azad Buch,None,Open,15.48112,78.028343,2
FIR5468,Assault,Tumakuru,Market,2024-09-26,Patrick Jayaraman,25,Male,Isha Kara,Gun,Open,17.348155,77.195175,2
FIR5469,Drug Trafficking,Mysuru,Market,2026-06-12,Hiral Narasimhan,27,Male,Laksh Sawhney,Knife,Closed,12.112266,74.884382,7
FIR5470,Robbery,Hubballi-Dharwad,Rural,2024-12-10,Timothy Mohanty,58,Female,Nachiket Date,Rod,Under Investigation,13.502484,78.552043,2
FIR5471,Fraud,Bengaluru Urban,North,2024-07-25,Yug Rau,35,Male,Pooja Edwin,Gun,Under Investigation,15.88603,78.047064,6
FIR5472,Burglary,Mangaluru,Central,2024-09-29,Omkaar Johal,47,Female,Vritti Savant,Rod,Open,15.897995,75.775149,1
FIR5473,Cyber Crime,Kalaburagi,North,2024-12-31,Triya Gupta,75,Male,Harrison Minhas,Gun,Under Investigation,13.632299,74.724352,1
FIR5474,Fraud,Kalaburagi,Rural,2025-06-08,Aradhana Karan,72,Female,Jalsa Bhakta,Gun,Closed,18.061931,77.946207,3
FIR5475,Assault,Hubballi-Dharwad,Central,2024-09-10,Imaran Ratti,53,Male,Tristan Upadhyay,Knife,Open,16.843299,74.591078,7
FIR5476,Drug Trafficking,Belagavi,Central,2025-10-04,Anya Bhasin,37,Male,Patrick Kaur,Knife,Open,12.316939,74.416958,10
FIR5477,Drug Trafficking,Kalaburagi,West,2025-09-15,Aashi Ramanathan,48,Male,Bhavani Peri,Gun,Open,15.433873,75.973839,3
FIR5478,Theft,Kalaburagi,Rural,2025-02-20,Logan Kapadia,37,Female,Siya Uppal,Vehicle,Closed,16.601415,76.429939,6
FIR5479,Fraud,Mysuru,North,2024-11-18,Tanish Parmer,55,Female,Vamakshi Dani,Knife,Under Investigation,17.499147,76.046565,9
FIR5480,Assault,Tumakuru,North,2025-07-31,Imaran Sarraf,67,Female,Ganga Murty,Unknown,Under Investigation,15.513469,75.450409,10
FIR5481,Burglary,Belagavi,Central,2025-11-25,Varenya Ben,75,Female,Chaaya Halder,None,Closed,16.446198,74.07591,10
FIR5482,Cyber Crime,Tumakuru,South,2024-07-20,Shravya Solanki,42,Male,Advika Pandya,Unknown,Closed,12.22813,75.761873,6
FIR5483,Cyber Crime,Hubballi-Dharwad,Rural,2025-03-26,Varenya Sule,72,Male,Ira Kashyap,Vehicle,Closed,16.454512,78.127089,10
FIR5484,Assault,Shivamogga,Central,2024-12-01,Sneha Dixit,28,Female,Netra Aurora,Rod,Under Investigation,16.562384,78.260316,9
FIR5485,Fraud,Hubballi-Dharwad,Central,2026-02-25,Matthew Ahluwalia,35,Male,Diya Dasgupta,Vehicle,Open,16.59199,78.323015,3
FIR5486,Vehicle Theft,Kalaburagi,North,2024-09-02,Hemangini Gopal,48,Female,Ekanta Bobal,Gun,Open,11.97101,75.08749,9
FIR5487,Kidnapping,Belagavi,East,2024-08-05,Inaya Sharma,30,Male,Frederick Chatterjee,Gun,Closed,16.060668,74.449691,7
FIR5488,Cyber Crime,Kalaburagi,West,2024-10-19,Vidhi Yadav,54,Female,Dev Dhillon,Gun,Closed,16.405393,76.848349,4
FIR5489,Robbery,Mangaluru,North,2025-11-04,Jatin Tara,75,Female,Bimala Kala,Gun,Closed,14.792565,75.947176,1
FIR5490,Kidnapping,Bengaluru Urban,West,2025-05-03,Dhruv Brahmbhatt,74,Female,Jagvi Ahuja,None,Closed,14.94982,74.590828,7
FIR5491,Cyber Crime,Shivamogga,South,2025-09-21,Imaran Purohit,33,Female,Manthan Apte,None,Closed,11.876372,75.563567,7
FIR5492,Murder,Shivamogga,West,2025-08-22,Alexander Edwin,41,Female,Chakradev Buch,Vehicle,Open,11.859395,76.668017,6
FIR5493,Vehicle Theft,Vijayapura,East,2025-01-17,Tejas Goda,72,Female,Logan D’Alia,Knife,Under Investigation,18.384144,75.907346,6
FIR5494,Murder,Ballari,South,2024-08-17,Isaiah Shan,27,Female,Vanya Patil,Gun,Under Investigation,13.053924,74.671123,3
FIR5495,Fraud,Mangaluru,Central,2025-05-28,Rushil Nadkarni,55,Male,Indali Pillai,Unknown,Under Investigation,16.976926,74.301548,4
FIR5496,Vehicle Theft,Hubballi-Dharwad,East,2025-07-23,Omisha Das,26,Female,Vasatika Pandit,Rod,Open,14.1421,74.443382,5
FIR5497,Assault,Kalaburagi,Rural,2024-10-30,Urvi Chad,57,Male,Ojasvi Subramaniam,Rod,Closed,13.316669,76.885901,4
FIR5498,Drug Trafficking,Hubballi-Dharwad,Central,2024-07-20,Udant Dani,26,Female,Pahal Biswas,None,Under Investigation,14.193142,74.946024,2
FIR5499,Vehicle Theft,Hubballi-Dharwad,Market,2025-10-28,Indira Jha,26,Male,Lekha Barman,Rod,Open,13.898016,75.741726,1
FIR5500,Murder,Shivamogga,Market,2026-02-11,Liam Baria,31,Male,Dhriti Deshmukh,Gun,Open,12.802299,78.196095,5
FIR5501,Kidnapping,Vijayapura,South,2026-03-25,Hemal Som,67,Male,Bhavna Sachdeva,Vehicle,Under Investigation,12.766076,74.809093,10
FIR5502,Drug Trafficking,Shivamogga,Rural,2025-11-17,Nicholas Chaudhry,33,Female,Yashawini Mohanty,Unknown,Open,13.440277,78.242795,5
FIR5503,Theft,Vijayapura,Central,2024-12-14,Chameli Warrior,21,Female,Dipta Dutt,Rod,Closed,13.541398,74.115443,5
FIR5504,Vehicle Theft,Mysuru,Rural,2024-10-19,Yahvi Datta,62,Male,Yutika Joshi,Knife,Closed,12.450961,76.463118,10
FIR5505,Assault,Ballari,Traffic,2025-02-06,Rudra Ahluwalia,37,Female,Rohan Kale,Vehicle,Closed,13.896648,77.497442,2
FIR5506,Cyber Crime,Ballari,Central,2025-04-21,Zaid Atwal,62,Male,Saanvi Dasgupta,Rod,Closed,15.970825,74.404169,10
FIR5507,Drug Trafficking,Vijayapura,North,2026-06-16,Gaurangi Dora,20,Male,Veda Choudhury,Gun,Closed,12.429979,75.494196,4
FIR5508,Kidnapping,Tumakuru,Central,2024-12-26,Gauri Chand,59,Female,Ayushman Mangal,Gun,Under Investigation,13.461668,74.215409,7
FIR5509,Kidnapping,Shivamogga,West,2025-08-03,Falak Vora,60,Female,Jonathan Bawa,Unknown,Under Investigation,16.895754,77.784831,8
FIR5510,Cyber Crime,Tumakuru,North,2025-06-07,Vaishnavi Sekhon,75,Female,Harsh Tripathi,Unknown,Open,12.638495,75.4669,3
FIR5511,Theft,Vijayapura,Rural,2024-09-19,Wridesh Desai,23,Male,Mohammed Khalsa,Knife,Under Investigation,17.270295,77.600212,7
FIR5512,Burglary,Belagavi,Rural,2026-02-09,Arunima Dani,28,Female,Sudiksha Lall,Vehicle,Under Investigation,18.166669,76.817129,5
FIR5513,Drug Trafficking,Tumakuru,North,2026-05-23,David Chacko,32,Female,Ekbal Soni,Knife,Under Investigation,15.037698,74.30572,7
FIR5514,Theft,Hubballi-Dharwad,South,2025-11-25,Neel More,70,Male,Hredhaan Jaggi,Gun,Under Investigation,12.375678,78.335921,5
FIR5515,Robbery,Mysuru,Traffic,2026-01-29,Kiaan Bir,38,Female,George Balay,Rod,Under Investigation,14.784231,78.392717,10
FIR5516,Theft,Ballari,Traffic,2025-04-05,Bishakha Sathe,36,Male,Leena Bail,Unknown,Closed,14.422999,74.670732,7
FIR5517,Cyber Crime,Mysuru,Market,2025-01-02,Chatura Pandit,74,Male,Vedika Verma,Rod,Open,18.408668,75.651205,8
FIR5518,Drug Trafficking,Kalaburagi,Traffic,2025-08-05,Baghyawati Devi,47,Male,Ayushman Mody,Rod,Open,18.282009,77.100056,3
FIR5519,Theft,Bengaluru Urban,West,2025-08-25,Sachi Puri,57,Male,Ekiya Pal,Unknown,Under Investigation,15.70521,76.705545,9
FIR5520,Theft,Vijayapura,Central,2026-02-18,Gauri Ghosh,48,Male,Avni Behl,Rod,Closed,18.178667,76.530689,5
FIR5521,Murder,Kalaburagi,South,2024-09-11,Vyanjana Dora,29,Female,Anay Parsa,Unknown,Closed,17.082119,75.443907,10
FIR5522,Murder,Vijayapura,Market,2025-02-04,Yashoda Ranganathan,47,Female,Chanchal Baria,Rod,Open,16.486087,76.901061,8
